customer_id,age,income,employment_status,credit_score,loan_amount,interest_rate,loan_duration,debt_to_income_ratio,num_late_payments,loan_status
11060,67,43039,Employed,438,8510,29.26,24,28.01,2,1
11061,55,128305,Unemployed,346,19462,28.45,8,14.96,5,1
11062,21,109262,Employed,359,31325,7.28,27,33.08,5,1
11063,59,148383,Employed,360,47800,22.09,52,36.3,3,0
11064,35,54018,Employed,394,37437,16.97,56,53.82,4,1
11065,61,73158,Employed,774,26117,10.81,46,13.21,4,0
11066,65,155630,Employed,339,15032,21.48,55,50.54,5,0
11067,42,52174,Employed,645,14354,15.09,6,41.42,5,0
11068,24,115941,Employed,626,7549,27.26,12,58.33,2,1
11069,55,193703,Unemployed,736,22863,22.0,34,51.42,1,1
11070,45,123381,Self-Employed,705,3479,16.7,52,32.54,0,1
11071,22,166624,Employed,510,43863,15.2,12,48.96,0,1
11072,20,186137,Employed,337,27773,3.85,14,56.13,7,0
11073,61,127532,Employed,767,28546,7.34,58,34.8,3,0
11074,48,153686,Unemployed,616,33726,4.22,53,23.31,4,0
11075,64,54647,Unemployed,510,24811,4.71,56,30.23,7,1
11076,59,77940,Unemployed,382,12097,4.81,37,31.14,9,1
11077,37,151692,Unemployed,655,29537,3.38,49,40.08,6,1
11078,36,174154,Employed,838,37586,24.37,55,31.31,3,0
11079,65,172963,Employed,508,36154,15.92,37,40.01,6,1
11080,28,126566,Employed,575,28622,23.23,21,11.66,2,1
11081,57,82395,Unemployed,791,12857,7.53,10,28.83,5,0
11082,20,70955,Employed,597,26339,25.71,39,43.41,1,1
11083,40,52314,Self-Employed,357,47964,5.54,53,15.57,5,1
11084,24,174572,Unemployed,595,22390,11.7,37,20.75,5,1
11085,40,73685,Unemployed,758,14977,13.01,43,46.55,2,0
11086,24,143947,Employed,695,28938,9.36,45,43.06,9,0
11087,63,84783,Employed,673,13046,6.71,24,27.29,8,0
11088,51,120229,Unemployed,361,5996,19.96,38,59.62,4,1
11089,59,70189,Employed,745,9215,3.23,34,25.54,4,0
11090,36,113554,Employed,386,25250,24.37,26,22.36,0,0
11091,26,39567,Self-Employed,698,16859,4.14,42,27.06,3,1
11092,65,177050,Unemployed,423,18391,29.03,56,47.55,0,1
11093,68,96089,Employed,818,39238,26.44,12,14.62,9,0
11094,35,160702,Unemployed,582,2117,14.19,47,24.38,0,0
11095,58,163075,Employed,813,41058,6.85,21,40.4,6,1
11096,65,61444,Employed,456,9228,26.51,18,53.24,4,1
11097,62,106184,Employed,525,49056,20.39,44,31.82,7,1
11098,59,182679,Unemployed,693,10044,16.63,42,29.03,3,0
11099,42,44821,Employed,565,24691,11.62,23,27.54,8,0
11100,69,34601,Employed,565,34401,18.15,15,12.65,9,0
11101,31,196976,Employed,848,43212,14.21,28,56.91,3,1
11102,61,132882,Self-Employed,587,38282,15.56,28,12.21,1,1
11103,42,91657,Employed,591,45949,25.83,45,38.09,2,0
11104,36,189629,Employed,619,27092,28.72,41,49.67,8,0
11105,56,101846,Employed,772,23243,28.99,38,52.84,2,1
11106,72,70502,Employed,698,22364,27.51,50,19.23,0,0
11107,32,143409,Employed,372,25903,24.66,47,11.63,8,1
11108,33,42098,Unemployed,827,33474,15.25,17,48.42,1,0
11109,44,196974,Employed,382,30850,5.38,25,13.07,1,0
11110,57,138502,Self-Employed,473,24907,20.03,39,31.85,7,0
11111,27,190325,Employed,727,34798,13.85,11,27.75,2,1
11112,21,95516,Employed,590,44011,21.55,15,16.71,2,0
11113,68,64280,Employed,680,30447,8.96,15,36.56,2,0
11114,36,28951,Employed,662,27668,23.65,8,17.56,5,1
11115,45,28117,Self-Employed,485,27828,7.61,43,43.22,3,1
11116,38,45979,Unemployed,304,10416,24.83,33,49.84,1,0
11117,64,36915,Employed,561,40827,27.62,20,21.56,3,1
11118,31,79261,Employed,478,15585,27.31,49,47.01,2,1
11119,50,138825,Employed,441,12396,12.36,14,42.32,6,1
11120,65,118902,Employed,567,1685,13.52,9,23.49,9,1
11121,27,92964,Unemployed,769,4140,25.63,43,19.76,3,0
11122,36,55677,Unemployed,367,48394,21.69,55,53.72,0,1
11123,47,69830,Employed,406,39848,17.22,35,20.07,6,1
11124,39,28922,Employed,736,44662,28.94,43,13.93,3,1
11125,20,116696,Employed,330,6648,16.94,38,25.91,8,1
11126,54,87561,Self-Employed,846,1429,9.58,17,55.23,3,0
11127,58,33220,Employed,820,24267,21.36,40,39.29,6,1
11128,35,197030,Employed,341,13665,16.83,17,45.91,5,1
11129,28,73380,Employed,486,23106,8.51,40,20.94,5,1
11130,65,153838,Employed,600,12889,7.12,47,34.69,1,1
11131,19,141449,Employed,560,28669,12.59,43,49.55,4,1
11132,29,184231,Unemployed,789,45334,29.21,58,28.49,3,1
11133,71,30935,Self-Employed,556,31420,6.94,22,45.81,0,1
11134,23,23784,Employed,366,48106,15.73,38,39.16,8,1
11135,60,171293,Employed,519,36852,11.83,39,26.77,2,1
11136,57,180251,Employed,622,46569,28.46,24,30.68,8,1
11137,61,38069,Unemployed,358,10582,13.19,25,46.82,0,1
11138,46,141185,Employed,477,14084,9.11,31,47.44,6,0
11139,47,55682,Unemployed,760,46955,15.91,43,54.57,8,0
11140,19,131547,Unemployed,589,49259,7.15,47,36.95,1,1
11141,26,114303,Employed,411,12095,13.24,36,32.19,2,1
11142,64,147081,Employed,623,8060,22.78,15,49.05,9,1
11143,19,97818,Unemployed,481,27354,19.18,55,29.3,1,1
11144,46,171182,Employed,765,24212,3.3,13,39.66,6,0
11145,50,131269,Employed,523,40175,16.44,57,48.02,7,0
11146,27,182304,Employed,697,13841,24.95,12,56.25,5,0
11147,51,64273,Employed,459,22896,18.2,47,54.44,0,1
11148,61,75210,Unemployed,753,46549,15.7,38,43.03,4,0
11149,72,93191,Employed,662,23972,14.21,59,11.03,0,0
11150,25,49461,Employed,302,26427,17.49,52,46.92,2,1
11151,54,24610,Unemployed,659,45356,5.0,47,26.56,0,0
11152,71,76973,Employed,614,48097,24.59,27,51.67,1,0
11153,50,158655,Unemployed,321,36682,26.13,40,11.34,9,1
11154,64,45583,Employed,720,4996,18.99,14,15.66,0,0
11155,23,168773,Employed,425,39453,29.43,50,44.49,6,1
11156,61,26880,Employed,704,20678,17.99,43,23.29,6,1
11157,57,109257,Self-Employed,567,24262,3.73,24,25.89,3,1
11158,62,132024,Unemployed,405,28584,15.52,37,30.01,1,1
11159,36,92417,Employed,844,2578,13.8,39,19.51,3,1
11160,49,23722,Self-Employed,470,22060,8.24,49,52.97,3,1
11161,44,40077,Unemployed,604,47179,17.43,48,14.41,8,0
11162,18,100868,Employed,633,35063,15.28,18,18.51,8,0
11163,60,147430,Employed,317,27516,7.62,27,29.07,4,1
11164,69,33229,Employed,699,11400,16.66,40,28.79,6,1
11165,50,93338,Employed,467,42625,25.53,54,12.59,6,1
11166,57,162511,Employed,634,30570,16.75,46,26.92,2,1
11167,49,186974,Employed,454,4862,8.87,20,48.22,8,1
11168,22,22598,Employed,675,17472,21.52,20,54.53,2,0
11169,34,112297,Employed,380,33437,26.48,41,16.2,6,1
11170,25,155124,Employed,749,13627,12.32,37,42.58,6,0
11171,74,32741,Employed,609,12310,4.92,19,56.33,8,1
11172,59,89360,Employed,654,31451,27.7,35,25.0,6,0
11173,51,56288,Employed,623,23264,21.42,51,53.83,4,0
11174,26,152321,Self-Employed,527,39563,29.77,19,17.82,9,1
11175,73,174042,Employed,490,37642,21.75,33,53.05,1,0
11176,40,35565,Employed,596,44178,6.35,55,31.34,9,1
11177,52,76995,Employed,488,34184,14.69,40,51.27,0,1
11178,67,71656,Employed,492,28140,4.16,43,20.53,5,1
11179,24,65765,Unemployed,812,24299,12.22,45,13.45,8,1
11180,32,153086,Employed,308,11673,24.2,56,39.79,2,1
11181,70,134794,Employed,442,33154,18.0,39,23.32,0,1
11182,71,128987,Employed,786,8817,15.39,10,50.33,0,0
11183,37,165084,Employed,493,13666,25.89,29,51.24,8,0
11184,67,77498,Employed,821,16225,7.78,14,46.17,8,0
11185,42,88776,Employed,732,30843,17.54,16,34.89,5,1
11186,20,143675,Employed,438,6919,20.48,53,56.16,2,1
11187,72,81711,Unemployed,329,2242,28.0,25,39.28,8,0
11188,63,62530,Employed,578,22969,7.42,39,19.0,4,1
11189,41,169090,Employed,341,14081,22.08,44,39.1,7,1
11190,51,148236,Employed,527,1889,4.24,10,38.79,3,0
11191,63,37916,Self-Employed,779,41098,18.32,38,42.01,0,0
11192,39,60376,Employed,716,43816,20.41,33,14.96,1,0
11193,28,130713,Employed,500,46942,25.68,58,44.43,7,1
11194,65,136128,Employed,620,24225,11.74,41,30.17,3,0
11195,25,105566,Employed,667,44013,21.81,46,40.52,0,0
11196,56,97125,Employed,625,24601,5.5,35,56.04,4,0
11197,60,107519,Self-Employed,609,31765,9.01,52,26.93,3,1
11198,52,32437,Employed,660,42176,23.88,32,37.59,9,1
11199,66,82146,Unemployed,827,9537,27.1,55,48.52,4,0
11200,63,47618,Employed,602,35196,3.44,47,16.06,2,0
11201,55,29705,Unemployed,578,36423,7.49,16,27.71,3,0
11202,25,100912,Employed,620,44032,8.67,22,16.8,7,1
11203,71,71750,Employed,776,41808,17.02,55,51.99,5,0
11204,54,64379,Self-Employed,603,12765,7.16,49,48.6,4,1
11205,44,72682,Employed,818,38950,29.35,37,25.83,9,1
11206,45,125894,Self-Employed,355,17722,13.47,28,11.46,3,1
11207,57,80384,Employed,491,1321,6.86,50,30.48,9,1
11208,51,150512,Self-Employed,321,21642,23.9,23,10.87,1,0
11209,49,71128,Employed,379,17719,18.17,27,24.61,0,0
11210,32,152907,Unemployed,583,32183,27.68,33,20.51,3,0
11211,61,41283,Employed,727,6271,28.26,54,21.67,1,0
11212,34,69506,Employed,402,38982,26.11,47,44.48,8,1
11213,50,187035,Unemployed,441,9598,18.24,20,45.44,1,0
11214,64,145007,Unemployed,702,17480,9.01,25,45.32,1,0
11215,63,160251,Employed,461,19787,14.57,37,51.01,5,1
11216,69,114440,Employed,515,4134,16.03,28,49.67,5,0
11217,71,126649,Employed,777,37599,29.34,13,41.36,3,1
11218,33,31955,Employed,550,11679,9.82,58,21.35,2,1
11219,46,158270,Employed,709,40698,14.74,48,27.68,3,0
11220,26,64588,Unemployed,618,1916,18.18,23,30.59,4,1
11221,50,162838,Employed,687,29263,13.56,41,45.35,7,0
11222,66,116626,Employed,384,3130,6.26,56,36.82,1,1
11223,46,89874,Self-Employed,814,31407,27.04,28,47.12,9,0
11224,30,199751,Employed,304,22913,24.63,27,17.94,5,1
11225,38,135117,Employed,534,27728,9.93,39,21.62,6,1
11226,38,156373,Unemployed,712,6691,15.08,25,12.86,2,1
11227,22,166216,Unemployed,674,32487,22.85,40,39.26,4,1
11228,27,164856,Unemployed,574,48441,29.29,21,58.26,1,1
11229,23,87959,Unemployed,670,38069,7.52,6,37.17,2,1
11230,73,28272,Employed,831,7353,20.23,54,21.02,1,0
11231,68,152645,Employed,693,30412,25.07,49,40.82,9,1
11232,74,44419,Unemployed,303,14147,3.7,56,44.0,0,1
11233,30,68555,Employed,833,34401,24.9,47,38.89,7,1
11234,18,156248,Employed,823,31331,24.33,57,28.6,2,1
11235,37,187233,Unemployed,705,38216,27.93,18,51.49,6,0
11236,74,142082,Unemployed,712,22893,5.28,36,34.58,2,0
11237,64,166236,Employed,488,13934,6.36,51,59.46,6,1
11238,63,45379,Self-Employed,616,2723,17.0,53,22.17,7,1
11239,25,38368,Unemployed,838,22948,26.53,31,21.16,5,0
11240,27,183843,Self-Employed,730,34893,26.61,29,13.76,8,0
11241,26,191317,Self-Employed,639,45984,21.9,33,29.95,0,0
11242,66,124302,Employed,818,33380,15.12,38,22.42,0,0
11243,58,118906,Unemployed,729,31500,9.24,29,51.66,1,1
11244,20,63327,Employed,726,45816,15.82,55,36.0,3,0
11245,28,197526,Unemployed,821,25100,8.86,8,13.01,5,1
11246,29,113787,Unemployed,814,27012,23.87,51,27.87,8,0
11247,27,197813,Employed,599,26858,14.38,54,44.78,4,0
11248,42,51977,Employed,353,13234,17.56,29,34.29,8,1
11249,66,26714,Employed,461,35407,21.39,51,27.59,4,0
11250,66,126680,Unemployed,748,5908,17.21,58,17.76,1,1
11251,42,97237,Unemployed,510,20077,23.39,13,43.28,8,1
11252,28,165963,Employed,746,33866,24.22,49,18.89,8,0
11253,71,72299,Employed,369,17599,9.55,19,53.51,6,1
11254,53,85124,Unemployed,600,19162,11.05,7,59.47,3,0
11255,56,113052,Employed,367,45774,4.6,11,37.63,4,1
11256,70,60912,Employed,581,32457,5.41,17,15.86,0,0
11257,43,134742,Employed,453,7581,25.4,41,44.28,5,1
11258,31,88446,Self-Employed,761,11711,8.78,31,16.64,8,0
11259,56,81516,Unemployed,523,44020,25.54,34,55.09,9,1
11260,73,145223,Employed,667,38098,29.62,9,39.3,5,0
11261,57,195322,Employed,488,41018,9.56,35,50.02,8,0
11262,18,187188,Employed,685,38106,15.43,53,41.25,1,0
11263,73,103521,Unemployed,340,2759,17.5,57,36.3,4,1
11264,71,173223,Employed,816,18631,28.46,21,36.26,2,0
11265,21,145673,Employed,429,48288,7.82,13,46.97,6,1
11266,47,91366,Employed,321,13973,25.57,37,55.13,1,0
11267,29,195369,Self-Employed,340,48883,28.86,40,20.95,0,1
11268,73,60888,Employed,452,33156,17.97,45,15.69,9,1
11269,52,76195,Employed,649,18504,7.11,29,12.82,6,0
11270,30,104010,Unemployed,308,19224,12.01,36,53.34,7,1
11271,69,118474,Self-Employed,346,29798,28.9,50,16.12,5,1
11272,48,149986,Employed,629,5995,7.54,44,41.44,2,0
11273,55,88345,Employed,302,32692,16.17,39,25.66,9,0
11274,60,190833,Employed,708,11454,8.13,10,38.16,2,0
11275,40,142617,Employed,335,20946,27.41,19,14.25,2,1
11276,21,178002,Employed,542,2073,18.94,42,39.02,4,1
11277,69,79117,Employed,733,23795,27.93,41,53.9,9,1
11278,33,43095,Employed,717,37946,28.55,22,23.3,3,0
11279,24,23991,Unemployed,518,7387,16.2,25,26.09,9,1
11280,39,43519,Employed,500,42184,28.3,6,20.91,9,0
11281,46,46657,Employed,693,25289,3.02,21,16.49,8,1
11282,28,20826,Employed,838,36805,8.19,48,13.62,0,0
11283,73,193697,Employed,568,16722,22.82,28,43.51,8,1
11284,50,102049,Employed,423,15446,17.22,16,27.32,7,1
11285,46,37801,Unemployed,699,21869,29.76,54,32.9,5,0
11286,56,180918,Employed,580,20019,24.18,9,26.09,8,0
11287,29,59566,Unemployed,732,37042,20.93,53,47.22,5,0
11288,24,174229,Employed,699,33295,27.63,49,44.13,6,0
11289,72,179435,Employed,301,21783,12.1,28,43.29,3,1
11290,56,150794,Employed,628,23689,7.52,36,48.3,5,0
11291,59,156208,Employed,682,17084,17.77,36,39.15,2,1
11292,65,37421,Unemployed,377,15307,9.44,10,14.86,4,1
11293,43,98027,Unemployed,631,46659,9.27,32,31.14,9,1
11294,57,27546,Employed,462,25253,11.27,34,25.84,3,1
11295,26,91439,Employed,449,43425,21.23,18,27.12,3,1
11296,58,197695,Employed,804,47136,3.64,50,19.8,1,1
11297,51,36406,Self-Employed,449,20176,25.95,40,18.05,5,1
11298,62,150209,Employed,346,22020,19.53,14,33.32,2,1
11299,30,29825,Employed,661,48961,11.22,55,58.56,6,0
11300,72,54173,Employed,673,31412,6.05,23,11.11,8,0
11301,72,75619,Employed,394,32355,24.33,20,24.13,0,0
11302,53,103114,Employed,400,40347,14.78,29,58.28,5,0
11303,42,127071,Employed,689,7497,14.75,36,27.83,6,1
11304,41,158995,Employed,381,6586,15.7,58,42.73,8,1
11305,61,54374,Employed,712,40772,14.18,52,23.38,3,1
11306,34,192483,Employed,302,31299,16.86,12,37.1,6,1
11307,19,84368,Employed,312,42629,20.03,14,18.68,7,1
11308,30,28316,Employed,463,25918,14.64,21,36.93,5,1
11309,48,30556,Employed,644,25659,29.27,39,33.96,4,0
11310,46,161130,Employed,465,22328,13.74,37,51.74,1,1
11311,67,124554,Employed,374,19841,8.79,28,50.2,0,1
11312,45,176554,Employed,359,39840,29.46,25,19.12,2,0
11313,44,64494,Employed,681,21462,10.99,50,57.01,7,1
11314,32,176077,Employed,372,40974,19.76,41,29.47,4,1
11315,48,104671,Employed,422,5092,25.37,51,12.53,9,0
11316,57,52481,Employed,766,3080,3.11,14,13.83,4,0
11317,32,48401,Self-Employed,588,15157,10.64,19,30.93,8,1
11318,50,60431,Employed,815,45830,17.36,48,54.37,8,0
11319,37,84459,Self-Employed,780,35511,15.31,25,17.82,8,0
11320,59,110473,Unemployed,536,22268,4.97,18,34.03,7,0
11321,29,143311,Employed,471,31690,15.07,22,36.94,9,1
11322,54,140327,Self-Employed,684,37017,5.86,27,54.56,7,1
11323,26,199576,Employed,745,5479,9.75,10,10.62,1,0
11324,40,154295,Employed,506,41635,23.22,41,54.51,1,0
11325,25,60149,Employed,449,42174,7.82,37,23.5,4,1
11326,49,32863,Employed,450,47280,20.96,34,53.57,5,0
11327,65,123488,Employed,412,44404,29.27,50,31.2,4,1
11328,31,180636,Employed,531,32545,9.67,17,26.37,7,1
11329,44,42499,Employed,787,42643,10.01,40,59.5,0,1
11330,42,109218,Employed,682,7350,28.73,9,49.12,5,0
11331,30,52132,Employed,673,26887,20.96,22,34.26,9,1
11332,72,146272,Employed,546,17954,23.79,26,28.68,9,0
11333,38,155605,Self-Employed,439,41806,24.37,23,25.97,4,1
11334,62,100096,Employed,701,39480,22.71,52,44.58,1,1
11335,48,185481,Employed,424,3476,29.37,44,30.83,7,1
11336,54,174059,Employed,655,15140,10.42,14,42.49,6,0
11337,65,30633,Unemployed,538,1551,17.0,19,30.78,9,1
11338,60,23996,Employed,812,46137,20.93,59,28.57,4,0
11339,71,151086,Self-Employed,831,24713,22.1,59,26.59,1,0
11340,22,21674,Employed,572,25688,8.19,47,55.95,1,1
11341,30,188939,Employed,476,10739,26.64,47,48.32,0,1
11342,45,77251,Self-Employed,705,49526,25.0,56,42.76,7,0
11343,60,140162,Self-Employed,413,35813,10.13,29,43.27,5,1
11344,42,168936,Employed,326,45906,17.69,18,19.11,1,0
11345,68,46321,Employed,717,7615,10.96,40,56.78,5,0
11346,52,175154,Unemployed,761,45775,12.88,21,15.28,3,0
11347,64,60131,Employed,479,38976,17.41,48,21.2,2,1
11348,56,155282,Employed,546,22870,17.57,9,11.21,8,0
11349,24,135663,Employed,799,1215,17.37,8,28.45,2,0
11350,55,103605,Employed,616,33637,17.69,39,25.37,7,0
11351,49,54851,Unemployed,733,44823,20.18,20,52.11,9,0
11352,20,46865,Employed,532,10016,3.42,36,43.34,7,0
11353,62,103606,Self-Employed,668,17220,6.78,6,49.65,4,0
11354,56,155230,Employed,467,46627,15.7,6,17.44,5,0
11355,54,141497,Employed,367,31151,22.13,38,38.55,4,1
11356,72,77852,Employed,644,48440,16.75,31,34.49,3,1
11357,67,69339,Unemployed,829,7901,19.98,58,31.32,2,0
11358,39,121086,Self-Employed,351,42258,29.21,47,59.66,7,1
11359,25,40572,Unemployed,744,2237,22.71,6,32.33,5,0
11360,34,155172,Employed,439,11833,28.38,21,15.34,0,0
11361,69,195541,Self-Employed,708,40770,3.51,42,11.66,7,0
11362,44,101061,Self-Employed,634,7207,15.07,57,49.9,3,0
11363,50,38456,Employed,580,33512,12.57,55,10.48,1,0
11364,63,75803,Employed,704,40541,22.05,40,55.9,4,1
11365,34,85633,Employed,421,7975,28.09,13,20.43,1,0
11366,59,56232,Employed,759,10704,4.09,52,54.08,1,0
11367,29,87323,Self-Employed,338,9519,4.55,40,49.71,9,1
11368,65,126067,Employed,374,48956,21.17,56,20.51,5,0
11369,63,172860,Employed,516,7679,12.34,7,51.82,4,1
11370,44,36092,Employed,545,35177,8.48,49,26.06,9,0
11371,65,21132,Employed,717,38477,28.78,58,20.43,7,1
11372,25,151024,Unemployed,502,23491,3.38,23,20.72,9,1
11373,40,33068,Employed,818,1417,10.4,15,53.69,2,0
11374,59,198473,Employed,595,23839,11.96,15,10.73,7,1
11375,66,199598,Self-Employed,749,10675,24.14,50,46.99,7,1
11376,46,135729,Unemployed,527,17753,18.17,17,50.13,3,1
11377,67,96593,Employed,402,19436,11.87,44,28.53,7,1
11378,37,75041,Employed,391,35683,7.58,29,45.3,3,1
11379,33,83372,Employed,656,17566,8.88,53,55.25,9,1
11380,34,87562,Unemployed,445,14942,4.04,27,37.17,3,1
11381,33,112099,Unemployed,566,20747,25.6,46,42.66,3,1
11382,36,84046,Employed,418,3887,6.16,10,45.02,5,1
11383,73,148088,Employed,802,25413,25.22,27,58.08,5,0
11384,73,116458,Employed,563,26684,6.76,9,31.0,0,1
11385,25,158161,Employed,575,10389,27.46,46,37.96,3,0
11386,55,36623,Employed,358,9755,21.32,23,33.36,2,0
11387,55,69641,Employed,646,31653,12.5,35,25.78,8,0
11388,70,32043,Employed,485,45769,13.6,51,57.15,9,1
11389,46,86572,Unemployed,414,1643,10.68,38,34.47,8,1
11390,58,144218,Employed,661,21663,8.7,27,56.54,0,1
11391,53,106700,Unemployed,535,35058,27.6,11,59.55,1,1
11392,43,77061,Employed,741,36944,7.98,43,52.86,8,1
11393,48,137957,Unemployed,562,48281,7.75,51,18.26,1,1
11394,61,26122,Employed,350,41317,12.73,53,11.92,5,1
11395,29,67346,Employed,650,4184,29.58,43,37.07,1,0
11396,72,133993,Employed,716,46025,15.55,57,36.91,4,0
11397,34,167222,Employed,312,25861,12.59,16,40.24,6,1
11398,32,107630,Unemployed,693,33890,29.96,51,12.85,0,0
11399,26,97228,Employed,831,13824,22.98,46,24.48,5,0
11400,56,32054,Employed,512,34309,28.5,12,34.86,7,1
11401,59,21767,Employed,569,30350,9.72,29,35.72,6,1
11402,65,24708,Self-Employed,339,9171,23.36,13,57.33,9,1
11403,29,77999,Employed,480,37815,27.05,17,58.28,7,1
11404,49,72158,Employed,564,12849,17.29,15,54.48,4,1
11405,42,180364,Unemployed,405,46022,14.44,16,22.52,0,1
11406,56,48082,Employed,786,42851,10.99,25,42.05,2,0
11407,35,54024,Employed,703,39794,18.32,43,23.71,4,1
11408,32,43461,Employed,689,43568,8.19,49,57.53,4,0
11409,49,25351,Employed,422,38283,14.66,28,35.31,8,1
11410,23,198103,Employed,336,21079,21.43,27,51.42,2,1
11411,61,102628,Employed,802,47802,20.61,50,29.65,4,1
11412,60,124720,Self-Employed,826,18075,21.9,27,29.07,1,0
11413,69,144501,Unemployed,391,5612,18.84,44,11.69,1,0
11414,52,190790,Self-Employed,399,13107,3.07,46,32.97,4,1
11415,51,130632,Employed,754,35047,3.72,8,42.18,8,0
11416,55,110577,Employed,693,13941,18.67,40,16.49,1,0
11417,73,146875,Self-Employed,804,1915,29.08,21,19.24,7,1
11418,71,120017,Employed,416,12795,8.25,23,58.58,2,0
11419,74,163849,Unemployed,790,11155,22.37,18,46.58,2,1
11420,22,159380,Employed,641,21579,14.7,27,55.43,1,1
11421,35,63441,Unemployed,725,40923,6.76,14,33.81,3,1
11422,33,133682,Self-Employed,769,15504,3.9,11,18.96,6,0
11423,25,100865,Employed,433,49493,22.26,52,18.32,4,1
11424,42,33882,Employed,479,45414,6.89,14,37.08,2,0
11425,49,134883,Employed,511,46380,11.06,23,45.77,7,0
11426,43,155786,Employed,817,18640,13.84,57,55.79,7,0
11427,69,194504,Employed,712,20201,22.06,50,30.36,7,0
11428,39,115515,Employed,656,26483,13.47,38,26.27,3,0
11429,48,130625,Employed,752,28276,13.43,43,56.75,2,0
11430,60,145934,Employed,734,31292,24.44,56,32.68,7,1
11431,27,168730,Employed,376,7454,3.19,27,36.03,5,0
11432,73,125065,Employed,582,21359,23.35,38,32.46,6,1
11433,74,97027,Employed,836,39779,17.09,59,48.41,0,0
11434,29,59530,Unemployed,720,35164,17.63,49,13.56,9,1
11435,70,159906,Unemployed,450,13043,12.33,34,51.82,5,0
11436,45,165430,Employed,802,32016,5.5,21,29.6,2,0
11437,23,160944,Employed,814,34835,5.45,9,58.3,6,0
11438,37,78694,Unemployed,634,9202,12.2,41,25.02,2,1
11439,22,107193,Employed,711,46842,22.45,15,33.51,1,0
11440,40,143498,Employed,554,15139,27.07,37,31.12,2,0
11441,26,36685,Employed,517,4783,24.93,37,50.07,9,0
11442,46,162405,Employed,507,26498,24.54,19,43.58,6,0
11443,33,136254,Employed,589,46254,3.15,25,42.34,0,0
11444,71,162428,Self-Employed,584,22972,8.17,23,45.72,8,1
11445,63,60584,Employed,815,9090,28.52,8,57.95,7,0
11446,39,31344,Self-Employed,531,8181,26.49,11,33.9,8,0
11447,25,134491,Employed,631,17351,6.42,23,42.58,2,1
11448,37,64619,Unemployed,506,40388,20.18,37,44.19,8,1
11449,68,127107,Employed,660,46787,14.69,14,52.85,2,1
11450,31,153015,Employed,650,6877,3.21,31,24.41,4,0
11451,56,132319,Unemployed,672,35689,24.6,50,50.32,4,0
11452,54,172093,Unemployed,400,5019,28.46,56,34.96,8,1
11453,67,28348,Employed,843,11334,27.86,47,10.81,0,1
11454,51,167711,Unemployed,769,9459,13.38,53,17.65,1,0
11455,28,105030,Employed,430,21672,24.27,24,51.97,5,1
11456,71,193083,Unemployed,828,6084,16.45,11,23.41,4,1
11457,57,124565,Unemployed,776,9489,29.46,7,24.85,3,1
11458,50,38640,Employed,547,9704,29.01,33,46.76,2,1
11459,48,55402,Employed,674,24957,23.88,53,44.3,0,1
11460,71,85088,Employed,695,49489,15.73,25,32.52,8,0
11461,61,152963,Self-Employed,377,3253,27.35,19,46.5,0,1
11462,51,179331,Employed,340,14504,9.05,38,40.52,6,1
11463,67,180059,Employed,557,21703,8.78,9,19.15,4,1
11464,24,150988,Employed,480,39949,18.07,58,23.84,1,1
11465,66,161755,Unemployed,589,46503,25.11,33,13.21,3,1
11466,71,29967,Employed,424,34587,4.68,42,43.08,9,1
11467,40,97664,Unemployed,767,20948,24.19,47,12.77,1,1
11468,63,191266,Self-Employed,534,48355,28.63,35,47.14,6,1
11469,73,120274,Employed,799,49975,17.74,23,36.64,3,0
11470,24,82661,Employed,373,37311,8.77,14,31.94,7,1
11471,71,107738,Self-Employed,304,40403,20.06,12,39.84,0,1
11472,42,63452,Employed,417,12754,8.31,41,40.98,8,1
11473,20,32857,Unemployed,613,32903,13.54,58,39.22,7,0
11474,55,182373,Unemployed,500,28135,21.89,20,45.66,6,0
11475,37,75900,Employed,842,1666,13.3,32,41.8,7,0
11476,51,51460,Employed,729,35913,16.08,54,34.15,3,1
11477,66,106923,Employed,458,6820,17.72,10,51.48,6,1
11478,61,69800,Employed,600,24125,12.16,48,58.68,4,1
11479,61,160904,Employed,719,21029,5.06,43,40.63,6,0
11480,47,198480,Employed,557,1258,16.79,10,45.6,4,1
11481,34,32626,Employed,361,11320,16.17,27,35.42,1,1
11482,27,116939,Employed,461,45925,14.52,28,30.04,9,1
11483,52,116159,Employed,385,37301,7.98,18,53.04,9,0
11484,37,36802,Self-Employed,312,46914,4.41,11,19.73,4,1
11485,35,36333,Employed,574,40270,25.32,52,44.51,2,0
11486,62,55120,Employed,716,23995,17.37,50,16.86,4,0
11487,61,113621,Self-Employed,423,27989,29.47,50,48.33,4,1
11488,44,173231,Employed,348,14406,29.4,47,21.73,5,0
11489,66,175732,Self-Employed,302,27088,18.66,39,40.35,7,1
11490,53,76843,Employed,570,49414,16.23,7,16.97,7,1
11491,40,145179,Unemployed,849,31428,8.03,14,10.03,1,0
11492,49,185591,Employed,452,6689,13.24,27,47.07,5,1
11493,27,114333,Unemployed,616,43141,24.21,31,53.76,7,0
11494,28,64935,Unemployed,733,32194,29.01,25,49.98,9,1
11495,55,42507,Employed,821,35642,19.2,15,16.64,1,0
11496,23,104271,Employed,789,26470,19.66,26,21.73,4,0
11497,58,77223,Unemployed,498,1956,28.45,16,51.22,1,0
